evaluation_split,scenario_id,scenario_hash,episode_seed,analysis_variant,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,target_dc_peak_kw,reference_mix_operating_peak_kw,pcc_capacity_kw,pv_rated_kw,total_community_load_kwh,total_dc_energy_kwh,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,pv_utilisation_fraction,renewable_demand_share,total_grid_import_kwh,maximum_pcc_import_kw,hours_near_pcc_limit,near_pcc_limit_fraction,total_bess_charge_kwh,total_bess_discharge_kwh,total_bess_throughput_kwh,maximum_simultaneous_bess_charge_discharge_kw,terminal_soc_deviation_kwh,deadline_miss_gpu_h,deadline_miss_fraction,terminal_backlog_gpu_h,terminal_backlog_fraction
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,815.964340539,62999.2932599,34707.3521434,43451.3492003,41278.7817403,2172.56746002,0.95,0.422476706369,56591.9723708,622.777423137,0,0.95,1683.16623436,1519.05752651,3202.22376088,5.40012479178e-14,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,753.654829845,62999.2932599,34856.8566521,40133.2724497,38126.6088272,2006.66362249,0.95,0.389618934134,59887.8485911,585.192789649,0,0.95,1623.66673162,1465.35922529,3089.02595692,1.23122845253e-12,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,1010.0056841,62999.2932599,69405.9389476,53784.3475426,51095.1301655,2689.21737713,0.95,0.385899630352,81310.102042,822.670509086,0,0.95,0,0,0,0,0,943.488,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,875.872609429,62999.2932599,69713.7133042,46641.5561521,44309.4783444,2332.0778076,0.95,0.333874421894,88403.5282197,760.80077294,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,1072.35916782,62999.2932599,69409.2032658,57104.7659246,54249.5276283,2855.23829623,0.95,0.409713342058,78324.3137726,823.069744379,0,0.95,1695.84487535,1530.5,3226.34487535,5.96855898038e-13,0,943.488,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,935.657166524,62999.2932599,69713.7133042,49825.1752614,47333.9164983,2491.25876307,0.95,0.356663734202,85511.2463738,760.793714144,0,0.95,1355.44931322,1223.29300518,2578.74231839,5.82645043323e-13,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1262.29654547,62999.2932599,104102.797945,67219.221805,63858.2607147,3360.96109025,0.95,0.382151176293,103243.83049,1000,5,0.95,0,0,0,0,0,1415.232,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,rigid,False,3,0.05,optimal,603.002351952,201.000783984,1000,1053.85971464,62999.2932599,104570.569956,56119.6417465,53313.6596591,2805.98208732,0.95,0.318157803771,114256.203557,960.128351816,1,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1325.35800893,62999.2932599,104108.47095,70577.3411902,67048.4741307,3528.86705951,0.95,0.401228958138,100224.634954,1000,5,0.95,1695.84487535,1530.5,3226.34487535,9.37916411203e-13,0,1415.232,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1111.12979685,62999.2932599,104570.569956,59169.3612225,56210.8931614,2958.46806112,0.95,0.335447508773,111489.06167,960.121589905,1,0.95,1334.2729785,1204.1813631,2538.4543416,1.28987788306e-11,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,573.341889781,62999.2932599,34702.2979321,30531.3325918,30531.3325918,0,1,0.312495755896,67170.2586002,628.3592187,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,458.752971875,62999.2932599,34856.8566521,24429.2974427,24429.2974427,0,1,0.249644988737,73426.8524693,586.35186298,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,653.295404368,62999.2932599,34704.2600002,34788.9795373,34788.9795373,0,1,0.356066676968,62976.9410262,625.433184646,0,0.95,639.664649518,577.29734619,1216.96199571,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,559.967107577,62999.2932599,34856.8566521,29819.1049819,29819.1049819,7.27595761418e-12,1,0.304723872835,68083.7164148,585.954054007,0,0.95,478.681893831,432.010409182,910.692303013,6.15639655002e-12,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,756.321483022,62999.2932599,34702.4844439,40275.2758102,38261.5120197,2013.76379051,0.95,0.39161531058,59440.2656841,626.328349048,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,690.404079889,62999.2932599,34856.8566521,36765.0732687,34926.8196053,1838.25366344,0.95,0.356920026352,62929.3303067,585.441388481,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,815.964340539,62999.2932599,34707.3521434,43451.3492003,41278.7817403,2172.56746002,0.95,0.422476706369,56591.9723708,622.777423137,0,0.95,1683.16623436,1519.05752651,3202.22376088,5.40012479178e-14,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,753.654829845,62999.2932599,34856.8566521,40133.2724497,38126.6088272,2006.66362249,0.95,0.389618934134,59887.8485911,585.192789649,0,0.95,1623.66673162,1465.35922529,3089.02595692,1.23122845253e-12,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,868.231272195,62999.2932599,34702.6230622,46234.6432564,41611.1789308,4623.46432564,0.9,0.425899311879,56090.7373913,622.577059981,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,812.475981344,62999.2932599,34856.8566521,43265.5887375,38939.0298638,4326.55887375,0.9,0.397921131158,58917.1200482,584.961600777,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,926.489658381,62999.2932599,34701.3280288,49336.9914306,44403.2922875,4933.69914306,0.9,0.454483213124,53535.4092049,623.266876482,0,0.95,2441.848243,2203.76803931,4645.6162823,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,873.942079184,62999.2932599,34856.8566521,46538.7524636,41884.8772172,4653.87524636,0.9,0.428024986216,56196.9118992,584.720016288,0,0.95,2314.24825082,2088.60904636,4402.85729718,1.06642021976e-11,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,1066.76245903,62999.2932599,34702.3749761,56806.732621,45445.3860968,11361.3465242,0.8,0.46514442299,52256.2821392,620.49012432,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,1013.27764476,62999.2932599,34856.8566521,53958.5844527,43166.8675622,10791.7168905,0.8,0.44112575041,54689.2823498,584.172376001,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,1134.3924646,62999.2932599,34710.9337626,60408.1338618,48326.5070894,12081.6267724,0.8,0.494590060448,49709.9946439,619.18388103,0,0.95,3346.40729135,3020.13258044,6366.5398718,2.70006239589e-13,0,471.744,0.01,0,0
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,1082.17955783,62999.2932599,34856.8566521,57627.7167133,46102.1733706,11525.5433427,0.8,0.471121880557,52079.0109645,583.901566009,0,0.95,3333.68639138,3008.65196822,6342.33835961,1.17890048271e-12,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,79751.5677543,34694.9051267,24661.8960258,24661.8960258,0,1,0.21548847601,89784.5768552,687.686248736,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,79751.5677543,34856.8566521,24661.8960258,24661.8960158,1.00000543171e-05,0.999999999595,0.215183972239,89946.5283906,689.652439692,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,79751.5677543,34694.9051267,24661.8960258,24661.8960258,0,1,0.21548847601,89784.5768552,671.919955438,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,79751.5677543,34856.8566521,24661.8960258,24661.8960258,0,1,0.215183972326,89946.5283806,689.652439692,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,848.478109476,79751.5677543,17350.1726546,41850.1578322,39757.6499406,2092.50789161,0.95,0.409443227002,57344.0904684,597.119322796,0,0.95,0,0,0,0,0,235.872,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,812.06728443,79751.5677543,17428.4283261,40054.2378692,38051.5259757,2002.71189346,0.95,0.391557187801,59128.4701047,586.756077435,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,904.386849023,79751.5677543,17351.9842009,44607.7888755,42377.3994317,2230.38944377,0.95,0.436414513974,54878.3732051,596.975611249,0,0.95,1561.23775953,1409.01707798,2970.25483751,3.09332429292e-12,0,235.872,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,868.80895473,79751.5677543,17428.4283261,42852.9522157,40710.304605,2142.64761079,0.95,0.418916507995,56623.5301416,586.367962447,0,0.95,1577.83247309,1423.99380696,3001.82628005,1.26362920128e-10,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,978.70157051,79751.5677543,34704.9263209,48273.2727445,45859.6091073,2413.66363723,0.95,0.400672844978,68596.8849679,695.199971439,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,906.184424025,79751.5677543,34856.8566521,44696.4520911,42461.6294865,2234.82260455,0.95,0.370493091642,72146.7949199,675.01575328,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,1036.38822781,79751.5677543,34702.8199918,51118.5974333,48562.6675617,2555.92987167,0.95,0.424297124103,66035.1054264,692.251858189,0,0.95,1470.61786546,1327.23262358,2797.85048905,8.38440428197e-13,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,964.692270718,79751.5677543,34856.8566521,47582.2809548,45203.166907,2379.11404774,0.95,0.394413998283,69552.6290516,674.615557584,0,0.95,1511.50309925,1364.13154707,2875.63464632,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,1232.53691103,79751.5677543,69399.5679747,60793.3942957,57753.7245809,3039.66971478,0.95,0.387216123421,91397.4111481,892.383554862,0,0.95,0,0,0,0,0,943.488,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,1087.41734924,79751.5677543,69713.7133042,53635.5472072,50953.7698469,2681.77736036,0.95,0.340907062068,98511.5112117,857.400123097,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,1291.91542062,79751.5677543,69402.4556786,63722.1675552,60536.0591774,3186.10837776,0.95,0.405862730245,88754.4964221,892.448030692,0,0.95,1400.3299144,1263.79774775,2664.12766215,0,0,943.488,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,1147.06727282,79751.5677543,69713.7133042,56577.7076339,53748.8222522,2828.8853817,0.95,0.359607407631,95840.9895454,854.79286408,0,0.95,1277.23834926,1152.70761021,2429.94595947,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1483.42837528,79751.5677543,104106.953391,73168.3127057,69509.8970705,3658.41563529,0.95,0.378061874083,114348.624075,1000,16,0.95,0,0,0,0,0,1415.232,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,False,3,0.05,infeasible,,,,,,,,,,,,,,,,,,,,,,,,
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1544.4666714,79751.5677543,104104.399311,76178.9529309,72370.0052843,3808.94764654,0.95,0.393623369639,111621.03034,1000,13,0.95,1385.31855956,1250.25,2635.56855956,2.10828837729e-11,0,1415.232,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1296.84823174,79751.5677543,104570.569956,63965.4725051,60767.1988799,3198.27362526,0.95,0.329679330083,123662.349327,1000,10,0.95,1101.64611893,994.235622338,2095.88174127,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,742.908489835,79751.5677543,34703.4548028,36643.0638661,36643.0638661,0,1,0.320152519718,77811.958691,704.755652186,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,642.012821136,79751.5677543,34856.8566521,31666.5068842,31666.5068842,7.27595761418e-12,1,0.276301738273,82941.9175222,678.250796423,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,798.612220371,79751.5677543,34703.8379081,39390.5830875,39390.5830875,2.08092387766e-09,1,0.344156598454,75095.0988908,699.383995717,0,0.95,310.526315909,280.250000001,590.776315909,6.73706601144e-10,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,728.888468627,79751.5677543,34856.8566521,35951.5432554,35951.5432554,1.45519152284e-11,1,0.313690232124,78694.5220897,676.22846375,0,0.95,386.060909385,348.41997072,734.480880104,6.74374800457e-12,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,978.70157051,79751.5677543,34704.9263209,48273.2727445,45859.6091073,2413.66363723,0.95,0.400672844978,68596.8849679,695.199971439,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,906.184424025,79751.5677543,34856.8566521,44696.4520911,42461.6294865,2234.82260455,0.95,0.370493091642,72146.7949199,675.01575328,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,1036.38822781,79751.5677543,34702.8199918,51118.5974333,48562.6675617,2555.92987167,0.95,0.424297124103,66035.1054264,692.251858189,0,0.95,1470.61786546,1327.23262358,2797.85048905,8.38440428197e-13,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,964.692270718,79751.5677543,34856.8566521,47582.2809548,45203.166907,2379.11404774,0.95,0.394413998283,69552.6290516,674.615557584,0,0.95,1511.50309925,1364.13154707,2875.63464632,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,1128.62259353,79751.5677543,34707.171199,55667.9461079,50101.1514971,5566.79461079,0.9,0.43772237887,64357.5874562,693.922481104,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,1061.94538778,79751.5677543,34856.8566521,52379.1734772,47141.2561295,5237.91734772,0.9,0.411324528486,67467.168277,673.950342898,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,1195.83777076,79751.5677543,34706.8345115,58983.2535323,53084.9281791,5898.32535323,0.9,0.463792322173,61608.1373631,694.043530912,0,0.95,2406.80283461,2172.13955823,4578.94239284,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,1128.09160286,79751.5677543,34856.8566521,55641.7556345,50077.5800711,5564.17556345,0.9,0.436945018051,64740.2126181,673.497900498,0,0.95,2147.36700277,1937.99872,4085.36572277,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,1384.10297455,79751.5677543,34705.6655801,68269.2072946,54615.3658357,13653.8414589,0.8,0.477168320818,59841.8674988,692.665168135,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,1316.04416373,79751.5677543,34856.8566521,64912.2886628,51929.8309302,12982.4577326,0.8,0.453106577454,62678.5934762,672.212298478,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,1461.34160617,79751.5677543,34702.865173,72078.9094994,57663.1275995,14415.7818999,0.8,0.503808599848,57128.0769759,691.89098957,0,0.95,3454.06818549,3117.2965374,6571.36472289,0,0,471.744,0.01,0,0
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,1394.71795121,79751.5677543,34856.8566521,68792.7781961,55034.2225569,13758.5556392,0.8,0.480193518425,59898.7626436,671.67416705,0,0.95,3328.82865677,3004.26786273,6333.0965195,0,0,0,0,0,0
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,84966.5720969,34694.9051267,31894.9282315,31894.9282315,0,1,0.266542992545,87766.5489921,706.947182345,0,0.95,0,0,0,0,0,471.744,0.01,0,0
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,84966.5720969,34856.8566521,31894.9282315,31894.9282215,1.00000106613e-05,0.999999999686,0.266182737003,87928.5005275,714.115653456,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,84966.5720969,34694.9051167,31894.9282315,31894.9282215,9.99999974738e-06,0.999999999686,0.266542992484,87766.5489921,735.172551988,0,0.95,0,0,0,0,0,471.744000001,0.01,0,0
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,84966.5720969,34856.8566521,31894.9282315,31894.9282315,0,1,0.266182737087,87928.5005175,714.115653456,0,0.95,0,0,0,0,0,0,0,0,0
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,747.47255619,84966.5720969,17354.6030574,47681.1670695,45297.108716,2384.05835347,0.95,0.442695352626,57024.0664382,630.615468567,0,0.95,0,0,0,0,0,235.872,0.01,0,0
