evaluation_split,scenario_id,scenario_hash,episode_seed,dc_operation,pv_enabled,bess_enabled,pcc_capacity_kw,reference_mix_operating_peak_kw,hosting_dc_peak_kw,hosting_scale_of_reference_mix,minimum_background_gross_headroom_kw,maximum_pcc_power_kw,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,total_bess_charge_kwh,total_bess_discharge_kwh,terminal_soc_deviation_kwh,hosting_status
validation,hourly_seed_20054,429c02e66b5f8ab38d8a01e09a41a57d9e8a89bb84e0f601684169480560c366,20054,rigid,True,True,1000,201.000783984,621.372524213,3.09139353537,393.510110093,1000,30304.4347678,14463.3043324,15841.1304353,591.740860598,534.04612669,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,flexible,False,False,1000,201.000783984,785.342171251,3.90715974179,450.821108886,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,rigid,False,False,1000,201.000783984,472.532354887,2.35089806876,450.821108886,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,flexible,False,True,1000,201.000783984,786.757539771,3.91420134875,450.821108886,1000,0,0,0,315.789473684,285,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,rigid,False,True,1000,201.000783984,531.810624923,2.64581368481,450.821108886,1000,0,0,0,553.107223101,499.179268848,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,flexible,True,False,1000,201.000783984,938.34211697,4.66835053263,450.821108886,1000,27509.180269,26395.5862423,1113.59402665,0,0,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,rigid,True,False,1000,201.000783984,573.637258977,2.8539055799,450.821108886,1000,27509.180269,10269.3576993,17239.8225696,0,0,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,flexible,True,True,1000,201.000783984,940.541915453,4.679294761,450.821108886,1000,27509.180269,25907.619655,1601.56061394,334.2315978,301.644017015,0,optimal
validation,hourly_seed_20055,a9379e529bfd55abf8c578a71b43863c68fdbda4836c43db0f717fbed91defec,20055,rigid,True,True,1000,201.000783984,679.877660977,3.38246273224,450.821108886,1000,27509.180269,11109.0673245,16400.1129444,764.651384223,690.097874261,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,flexible,False,False,1000,201.000783984,897.596202848,4.46563533264,622.645777627,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,rigid,False,False,1000,201.000783984,635.822625172,3.16328430452,622.645777627,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,flexible,False,True,1000,201.000783984,899.003365411,4.47263611411,622.645777627,1000,0,0,0,212.809277569,192.060373006,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,rigid,False,True,1000,201.000783984,692.126480041,3.44340189288,622.645777627,1000,0,0,0,793.431025851,716.07150083,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,flexible,True,False,1000,201.000783984,1032.47170138,5.13665509614,622.645777627,1000,25663.5695144,20962.5689203,4701.00059413,0,0,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,rigid,True,False,1000,201.000783984,708.1435641,3.52308856744,622.645777627,1000,25663.5695144,4959.32727504,20704.2422394,0,0,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,flexible,True,True,1000,201.000783984,1038.65901693,5.16743764052,622.645777627,1000,25663.5695144,21075.2064113,4588.3631031,847.731485846,765.077665976,0,optimal
validation,hourly_seed_20056,d9835ea2d85267234740eda3563e2a87bd683e9beca1f28b55bf8ab9fbacf623,20056,rigid,True,True,1000,201.000783984,798.487985111,3.9725615457,622.645777627,1000,25663.5695144,7120.79495567,18542.7745587,705.65465083,636.853322374,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,flexible,False,False,1000,201.000783984,677.049219601,3.36839093948,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,rigid,False,False,1000,201.000783984,368.015841163,1.83091744156,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,flexible,False,True,1000,201.000783984,692.75961078,3.44655178477,364.185736642,1000,0,0,0,1447.92863704,1306.75559493,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,rigid,False,True,1000,201.000783984,421.145695291,2.09524404305,364.185736642,1000,0,0,0,697.772311703,629.739511312,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,flexible,True,False,1000,201.000783984,869.532133255,4.32601364044,364.185736642,1000,32152.9262046,31092.9766037,1059.94960089,0,0,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,rigid,True,False,1000,201.000783984,507.232416643,2.52353451857,364.185736642,1000,32152.9262046,15953.3160247,16199.6101799,0,0,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,flexible,True,True,1000,201.000783984,875.099525593,4.35371200176,364.185736642,1000,32152.9262046,28247.1382607,3905.78794386,787.475542906,710.696677473,0,optimal
validation,hourly_seed_20057,7f5f5fe678790d4375a4234efa0faa61950c3962f07a94c79b1977bfe092a44b,20057,rigid,True,True,1000,201.000783984,603.756580922,3.0037523683,364.185736642,1000,32152.9262046,15693.5867236,16459.339481,1187.2198488,1071.46591354,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,flexible,False,False,1000,201.000783984,737.624873834,3.66976117811,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,rigid,False,False,1000,201.000783984,378.356096719,1.8823612984,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,flexible,False,True,1000,201.000783984,743.704476082,3.70000783749,365.140145433,1000,0,0,0,670.53148205,605.15466255,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,rigid,False,True,1000,201.000783984,456.643975121,2.27185171157,365.140145433,1000,0,0,0,556.447963688,502.194287229,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,flexible,True,False,1000,201.000783984,880.2038427,4.37910651517,365.140145433,1000,25706.1651718,25706.1651718,0,0,0,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,rigid,True,False,1000,201.000783984,518.019401283,2.57720089949,365.140145433,1000,25706.1651718,12660.5366515,13045.6285203,0,0,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,flexible,True,True,1000,201.000783984,881.640624925,4.38625465757,365.140145433,1000,25706.1651718,22861.3081389,2844.85703289,310.610127838,280.325640374,0,optimal
validation,hourly_seed_20058,3b19dcd025fed92e2b9df406bdac3fd490acb60fc816a69a7a1a753d86ef2953,20058,rigid,True,True,1000,201.000783984,623.467730532,3.10181740675,365.140145433,1000,25706.1651718,16019.6291854,9686.53598645,577.813032903,521.476262195,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,flexible,False,False,1000,201.000783984,773.350303495,3.84749894088,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,rigid,False,False,1000,201.000783984,428.589979905,2.13228014045,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,flexible,False,True,1000,201.000783984,775.482354952,3.85810612069,427.229113711,1000,0,0,0,381.119193543,343.960072172,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,rigid,False,True,1000,201.000783984,480.309688312,2.38959111896,427.229113711,1000,0,0,0,498.634650553,450.017772124,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,flexible,True,False,1000,201.000783984,916.747106902,4.56091309064,427.229113711,1000,24951.6282621,22931.5524571,2020.07580501,0,0,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,rigid,True,False,1000,201.000783984,519.667791818,2.58540181545,427.229113711,1000,24951.6282621,7576.61880249,17375.0094596,0,0,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,flexible,True,True,1000,201.000783984,922.268191772,4.58838106744,427.229113711,1000,24951.6282621,20962.1967324,3989.43152967,810.809715733,731.755768449,0,optimal
validation,hourly_seed_20059,ce0db05efd3aa119f985f8d2712e71654d4e0b08f8fbcf49c3a446e68320f812,20059,rigid,True,True,1000,201.000783984,597.785181478,2.97404402923,427.229113711,1000,24951.6282621,9850.19693184,15101.4313303,425.065274012,383.621409796,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,flexible,False,False,1000,201.000783984,838.189073905,4.17007863,456.151057838,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,rigid,False,False,1000,201.000783984,510.509146288,2.53983659252,456.151057838,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,flexible,False,True,1000,201.000783984,839.57705093,4.1769839614,456.151057838,1000,0,0,0,210.526315789,190,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,rigid,False,True,1000,201.000783984,596.654582424,2.96841918025,456.151057838,1000,0,0,0,568.521487229,513.090642224,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,flexible,True,False,1000,201.000783984,976.290605118,4.85714824473,456.151057838,1000,26179.4828923,24138.9150094,2040.56788293,0,0,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,rigid,True,False,1000,201.000783984,652.697227104,3.2472372205,456.151057838,1000,26179.4828923,8624.79654158,17554.6863508,0,0,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,flexible,True,True,1000,201.000783984,978.849249335,4.8698777683,456.151057838,1000,26179.4828923,22825.2036657,3354.27922666,396.726872816,358.046002717,0,optimal
validation,hourly_seed_20060,f403425931b47c0f76036e87c66777518926625379eabc2b3dcab4eba39a3b37,20060,rigid,True,True,1000,201.000783984,744.580078314,3.70436405051,456.151057838,1000,26179.4828923,9089.76603973,17089.7168526,620.086213657,559.627807825,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,flexible,False,False,1000,201.000783984,692.829461753,3.44689930069,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,rigid,False,False,1000,201.000783984,363.189437263,1.80690557551,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,flexible,False,True,1000,201.000783984,704.031838329,3.50263230011,364.185736642,1000,0,0,0,1126.22510763,1016.41815964,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,rigid,False,True,1000,201.000783984,429.577562355,2.13719346681,364.185736642,1000,0,0,0,633.578762461,571.804833121,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,flexible,True,False,1000,201.000783984,880.031546617,4.37824932407,364.185736642,1000,32520.3060582,31231.1823752,1289.12368302,0,0,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,rigid,True,False,1000,201.000783984,504.207657711,2.50848602536,364.185736642,1000,32520.3060582,15927.1795556,16593.1265025,0,0,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,flexible,True,True,1000,201.000783984,887.383463356,4.41482588161,364.185736642,1000,32520.3060582,28667.552895,3852.75316319,1052.63157895,950,0,optimal
validation,hourly_seed_20061,f57a86e655fa8158eb1af87b81d8d3c51ca5aaba19209fe18d760585bb594d4e,20061,rigid,True,True,1000,201.000783984,579.210797635,2.8816345198,364.185736642,1000,32520.3060582,14705.1591114,17815.1469468,619.238550355,558.862791695,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,flexible,False,False,1000,201.000783984,774.018350218,3.85082254346,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,rigid,False,False,1000,201.000783984,428.158635602,2.13013415727,427.229113711,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,flexible,False,True,1000,201.000783984,776.321899165,3.86228294128,427.229113711,1000,0,0,0,395.073427881,356.553768663,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,rigid,False,True,1000,201.000783984,479.344467902,2.3847890461,427.229113711,1000,0,0,0,471.023924721,425.099092061,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,flexible,True,False,1000,201.000783984,930.308153126,4.62838071915,427.229113711,1000,25460.0448199,24450.09081,1009.95400989,0,0,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,rigid,True,False,1000,201.000783984,521.538325957,2.59470791914,427.229113711,1000,25460.0448199,9964.58477878,15495.4600411,0,0,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,flexible,True,True,1000,201.000783984,933.927940204,4.64638953985,427.229113711,1000,25460.0448199,23520.895263,1939.14955691,502.594994243,453.591982304,0,optimal
validation,hourly_seed_20062,72797b12a2932b3ba6391f932965d8f0ee6b3bd1c217035eb48e3887bf29efaa,20062,rigid,True,True,1000,201.000783984,601.209651627,2.9910811277,427.229113711,1000,25460.0448199,10329.6651313,15130.3796886,465.048991392,419.706714731,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,flexible,False,False,1000,201.000783984,699.812804338,3.48164216311,391.732261938,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,rigid,False,False,1000,201.000783984,394.726525519,1.96380590013,391.732261938,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,flexible,False,True,1000,201.000783984,713.021534379,3.54735698163,391.732261938,1000,0,0,0,1295.14043525,1168.86424282,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,rigid,False,True,1000,201.000783984,455.53814514,2.26635009133,391.732261938,1000,0,0,0,705.894800469,637.070057424,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,flexible,True,False,1000,201.000783984,884.568802333,4.40082264755,391.732261938,1000,30477.8593946,30180.3536317,297.505762937,0,0,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,rigid,True,False,1000,201.000783984,575.783455995,2.86458313536,391.732261938,1000,30477.8593946,18959.1118725,11518.7475221,0,0,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,flexible,True,True,1000,201.000783984,891.09502354,4.43329128314,391.732261938,1000,30477.8593946,28973.9278241,1503.9315705,794.494582731,717.031360914,0,optimal
validation,hourly_seed_20063,388fc08be887a53e5dc62857e53cb22e5d565018acabf9b9c5781df568eb427b,20063,rigid,True,True,1000,201.000783984,651.106737982,3.23932437017,391.732261938,1000,30477.8593946,16426.2901175,14051.5692771,816.44985414,736.845993362,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,flexible,False,False,1000,201.000783984,842.949108669,4.19376030263,503.783081771,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,rigid,False,False,1000,201.000783984,508.149608965,2.52809764665,503.783081771,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,flexible,False,True,1000,201.000783984,844.371601952,4.20083735603,503.783081771,1000,0,0,0,315.789473684,285,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,rigid,False,True,1000,201.000783984,569.617654212,2.83390762425,503.783081771,1000,0,0,0,421.052631579,380,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,flexible,True,False,1000,201.000783984,985.053163515,4.90074289259,503.783081771,1000,26625.7647801,22573.9930773,4051.77170281,0,0,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,rigid,True,False,1000,201.000783984,643.138517622,3.19968163743,503.783081771,1000,26625.7647801,11981.1615792,14644.603201,0,0,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,flexible,True,True,1000,201.000783984,988.013056452,4.91546867066,503.783081771,1000,26625.7647801,21760.8915359,4864.87324423,445.084438825,401.688706039,0,optimal
validation,hourly_seed_20064,5487d356ddfa218a61068e41d547d208227446ef99faf59992d5698020b93a49,20064,rigid,True,True,1000,201.000783984,725.351057809,3.60869765496,503.783081771,1000,26625.7647801,9417.56695373,17208.1978264,487.426827258,439.9027116,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,flexible,False,False,1000,201.000783984,757.48311419,3.76855800846,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,rigid,False,False,1000,201.000783984,434.652098474,2.16243981669,365.140145433,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,flexible,False,True,1000,201.000783984,759.0507911,3.77635736565,365.140145433,1000,0,0,0,316.063871463,285.247643995,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,rigid,False,True,1000,201.000783984,492.575286033,2.45061375518,365.140145433,1000,0,0,0,602.013063175,543.316789515,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,flexible,True,False,1000,201.000783984,889.354740896,4.4246331943,365.140145433,1000,24661.8960258,24661.8960258,0,0,0,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,rigid,True,False,1000,201.000783984,519.872836695,2.58642193523,365.140145433,1000,24661.8960258,10741.2023935,13920.6936324,0,0,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,flexible,True,True,1000,201.000783984,890.728068145,4.43146564153,365.140145433,1000,24661.8960258,22105.306725,2556.58930089,210.526315789,190,0,optimal
validation,hourly_seed_20065,a8c62a567d8e5c243c40785e6e4a8c1c7eeacd2a584c37776bbff4f6f5b20b25,20065,rigid,True,True,1000,201.000783984,606.803505132,3.01891113609,365.140145433,1000,24661.8960258,15966.5937783,8695.30224754,633.898339968,572.093251821,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,flexible,False,False,1000,201.000783984,710.618671571,3.53540248692,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,rigid,False,False,1000,201.000783984,375.67743199,1.86903466018,364.185736642,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,flexible,False,True,1000,201.000783984,724.686383557,3.60539083079,364.185736642,1000,0,0,0,1337.57245684,1207.1591423,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,rigid,False,True,1000,201.000783984,440.490061755,2.19148429685,364.185736642,1000,0,0,0,496.273277962,447.88663336,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,flexible,True,False,1000,201.000783984,898.622113816,4.4707393474,364.185736642,1000,31894.9282315,31068.6936663,826.234565251,0,0,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,rigid,True,False,1000,201.000783984,513.456483744,2.55449990576,364.185736642,1000,31894.9282315,15860.0798726,16034.8483589,0,0,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,flexible,True,True,1000,201.000783984,906.505062485,4.50995784453,364.185736642,1000,31894.9282315,31032.9670918,861.961139731,1005.59504259,907.549525942,0,optimal
validation,hourly_seed_20066,63476a397f5185ba1b9bd9b62d2f970cbe411730e60208ac80ce2f86714d0466,20066,rigid,True,True,1000,201.000783984,622.750925198,3.09825122497,364.185736642,1000,31894.9282315,13625.9122503,18269.0159812,628.329441641,567.067321081,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,flexible,False,False,1000,201.000783984,681.982015244,3.39293211562,372.005388909,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,rigid,False,False,1000,201.000783984,397.379488189,1.9770046679,372.005388909,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,flexible,False,True,1000,201.000783984,698.3846475,3.47453693293,372.005388909,1000,0,0,0,1515.42975834,1367.67535691,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,rigid,False,True,1000,201.000783984,455.392418797,2.26562508748,372.005388909,1000,0,0,0,1028.88008081,928.564272935,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,flexible,True,False,1000,201.000783984,876.686606945,4.36160789808,372.005388909,1000,31093.0143281,30781.7807327,311.233595466,0,0,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,rigid,True,False,1000,201.000783984,511.213925425,2.54334294271,372.005388909,1000,31093.0143281,17054.0136233,14039.0007048,0,0,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,flexible,True,True,1000,201.000783984,884.35125173,4.39974031047,372.005388909,1000,31093.0143281,30321.5965608,771.417767279,896.458788383,809.054056515,0,optimal
validation,hourly_seed_20067,c8bf5d3c0a2feffe7c3bcc29c499af41a0a45855a6427fa9d4f4dd551c837944,20067,rigid,True,True,1000,201.000783984,595.382062194,2.96208825853,372.005388909,1000,31093.0143281,15116.793215,15976.2211131,598.873135561,540.483004844,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,flexible,False,False,1000,201.000783984,873.648716007,4.34649407177,526.733490668,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,rigid,False,False,1000,201.000783984,519.640194154,2.58526451417,526.733490668,1000,0,0,0,0,0,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,flexible,False,True,1000,201.000783984,875.98064836,4.35809568001,526.733490668,1000,0,0,0,232.03004774,209.407118085,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,rigid,False,True,1000,201.000783984,572.365683526,2.84757935855,526.733490668,1000,0,0,0,421.052631579,380,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,flexible,True,False,1000,201.000783984,1009.79363895,5.02382935497,526.733490668,1000,24838.0571955,21421.1436068,3416.91358868,0,0,0,optimal
validation,hourly_seed_20068,21098b73b10aa9460220b09172c198eb3773953fe454c4f486485a610523e20f,20068,rigid,True,False,1000,201.000783984,622.937701292,3.09918045564,526.733490668,1000,24838.0571955,3027.7995067,21810.2576888,0,0,0,optimal
